,Rank,Points,Player_1_Name,Player_2_Name,Player_3_Name,Player_4_Name,Player_5_Name,Player_6_Name,Player_7_Name,Player_8_Name,Player_9_Name,Player_10_Name,Player_1_Position_Rostered,Player_2_Position_Rostered,Player_3_Position_Rostered,Player_4_Position_Rostered,Player_5_Position_Rostered,Player_6_Position_Rostered,Player_7_Position_Rostered,Player_8_Position_Rostered,Player_9_Position_Rostered,Player_10_Position_Rostered,Player_1_Salary,Player_2_Salary,Player_3_Salary,Player_4_Salary,Player_5_Salary,Player_6_Salary,Player_7_Salary,Player_8_Salary,Player_9_Salary,Player_10_Salary,Player_1_Team,Player_2_Team,Player_3_Team,Player_4_Team,Player_5_Team,Player_6_Team,Player_7_Team,Player_8_Team,Player_9_Team,Player_10_Team,Main_Stack,Secondary_Stack,Tertiary_Stack,Main_Stack_Length,Secondary_Stack_Length,Tertiary_Stack_Length
briang1993,389,51.75,Ranger Suarez,Huascar Ynoa,Byron Buxton,Ozzie Albies,Austin Riley,Dansby Swanson,Ji-Man Choi,Marcell Ozuna,Gary Sanchez,Julio Rodriguez,P,P,OF,2B,3B,SS,1B,OF,C,OF,8900,8600,5900,4800,4800,4200,4000,3800,2800,2000,PHI,ATL,MIN,ATL,ATL,ATL,TB,ATL,MIN,SEA,ATL,MIN,,4,2,
jmays1202,390,51.65,Chris Flexen,Elieser Hernandez,Brandon Crawford,Ozzie Albies,Austin Riley,Adam Duvall,Ji-Man Choi,Mike Yastrzemski,Marcell Ozuna,Cal Raleigh,P,P,SS,2B,3B,OF,1B,OF,OF,C,9600,7500,5200,4800,4800,4100,4000,3800,3800,2100,SEA,MIA,SF,ATL,ATL,ATL,TB,SF,ATL,SEA,ATL,SF,,4,2,
Tannuhr,391,51.4,Taijuan Walker,Luis Patino,Brandon Belt,Brandon Lowe,Brandon Crawford,Yandy Diaz,Mike Yastrzemski,Francisco Mejia,Joc Pederson,Darin Ruf,P,P,1B,2B,SS,3B,OF,C,OF,OF,8300,7800,5500,5400,5200,4500,3800,3200,3200,2900,NYM,TB,SF,TB,SF,TB,SF,TB,SF,SF,SF,TB,,5,3,
cubbies444916,392,51.25,Huascar Ynoa,Luis Patino,Wander Franco,Jesse Winker,J.T. Realmuto,Mitch Haniger,Ty France,Abraham Toro,Luis Arraez,Julio Rodriguez,P,P,SS,OF,C,OF,1B,2B,3B,OF,8600,7800,5300,5000,4600,4600,4500,3900,3600,2000,ATL,TB,TB,SEA,PHI,SEA,SEA,SEA,MIN,SEA,SEA,,,5,,
Evorscan3,393,51.05,Huascar Ynoa,Elieser Hernandez,Bryce Harper,Kyle Schwarber,J.T. Realmuto,Jean Segura,Anthony Rendon,Marcell Ozuna,Ha-Seong Kim,Billy McKinney,P,P,OF,OF,C,2B,3B,OF,SS,1B,8600,7500,6200,5300,4600,4400,4300,3800,2900,2400,ATL,MIA,PHI,PHI,PHI,PHI,LAA,ATL,SD,OAK,PHI,,,4,,
nckop9995,393,51.05,Huascar Ynoa,Elieser Hernandez,Wander Franco,Pete Alonso,Ozzie Albies,Austin Riley,Adam Duvall,Marcell Ozuna,Francisco Mejia,Josh Lowe,P,P,SS,1B,2B,3B,OF,OF,C,OF,8600,7500,5300,4800,4800,4800,4100,3800,3200,2800,ATL,MIA,TB,NYM,ATL,ATL,ATL,ATL,TB,TB,ATL,TB,,4,3,
jtcooky,395,50.9,Alex Wood,Huascar Ynoa,Bo Bichette,George Springer,Mitch Haniger,Ty France,Eugenio Suarez,Abraham Toro,Zack Collins,Julio Rodriguez,P,P,SS,OF,OF,1B,3B,2B,C,OF,9200,8600,5400,5100,4600,4500,4200,3900,2300,2000,SF,ATL,TOR,TOR,SEA,SEA,SEA,SEA,TOR,SEA,SEA,TOR,,5,3,
nbalive99,396,50.45,Alex Wood,Luis Patino,Shohei Ohtani,Ozzie Albies,Austin Riley,Adam Duvall,Jorge Soler,Marcell Ozuna,Gary Sanchez,Thairo Estrada,P,P,1B,2B,3B,OF,OF,OF,C,SS,9200,7800,6000,4800,4800,4100,4100,3800,2800,2600,SF,TB,LAA,ATL,ATL,ATL,MIA,ATL,MIN,SF,ATL,,,4,,
raidersboy14,396,50.45,Alex Wood,Luis Patino,Shohei Ohtani,Ozzie Albies,Austin Riley,Adam Duvall,Jorge Soler,Marcell Ozuna,Gary Sanchez,Thairo Estrada,P,P,1B,2B,3B,OF,OF,OF,C,SS,9200,7800,6000,4800,4800,4100,4100,3800,2800,2600,SF,TB,LAA,ATL,ATL,ATL,MIA,ATL,MIN,SF,ATL,,,4,,
anthonyflorant,396,50.45,Alex Wood,Luis Patino,Shohei Ohtani,Ozzie Albies,Austin Riley,Adam Duvall,Jorge Soler,Marcell Ozuna,Gary Sanchez,Thairo Estrada,P,P,1B,2B,3B,OF,OF,OF,C,SS,9200,7800,6000,4800,4800,4100,4100,3800,2800,2600,SF,TB,LAA,ATL,ATL,ATL,MIA,ATL,MIN,SF,ATL,,,4,,
theycallmeverbz,396,50.45,Alex Wood,Luis Patino,Shohei Ohtani,Ozzie Albies,Austin Riley,Adam Duvall,Jorge Soler,Marcell Ozuna,Gary Sanchez,Thairo Estrada,P,P,1B,2B,3B,OF,OF,OF,C,SS,9200,7800,6000,4800,4800,4100,4100,3800,2800,2600,SF,TB,LAA,ATL,ATL,ATL,MIA,ATL,MIN,SF,ATL,,,4,,
bfoss04,396,50.45,Alex Wood,Luis Patino,Shohei Ohtani,Ozzie Albies,Austin Riley,Adam Duvall,Jorge Soler,Marcell Ozuna,Gary Sanchez,Thairo Estrada,P,P,1B,2B,3B,OF,OF,OF,C,SS,9200,7800,6000,4800,4800,4100,4100,3800,2800,2600,SF,TB,LAA,ATL,ATL,ATL,MIA,ATL,MIN,SF,ATL,,,4,,
Dotrat2,401,50.4,Huascar Ynoa,Nick Martinez,Shohei Ohtani,Carlos Correa,Ozzie Albies,Austin Riley,Jared Walsh,Adam Duvall,Marcell Ozuna,Cal Raleigh,P,P,OF,SS,2B,3B,1B,OF,OF,C,8600,5900,6000,5100,4800,4800,4700,4100,3800,2100,ATL,SD,LAA,MIN,ATL,ATL,LAA,ATL,ATL,SEA,ATL,LAA,,4,2,
dlefchak,402,50.25,Huascar Ynoa,Luis Patino,Byron Buxton,Carlos Correa,Jorge Polanco,Yandy Diaz,Ji-Man Choi,Francisco Mejia,Kevin Kiermaier,Josh Lowe,P,P,OF,SS,2B,3B,1B,C,OF,OF,8600,7800,5900,5100,4900,4500,4000,3200,3000,2800,ATL,TB,MIN,MIN,MIN,TB,TB,TB,TB,TB,TB,MIN,,5,3,
a_drain11,403,49.95,Alex Wood,Ranger Suarez,Shohei Ohtani,Kyle Schwarber,Ozzie Albies,Jared Walsh,Eugenio Suarez,Tyler Wade,Cal Raleigh,Julio Rodriguez,P,P,OF,OF,2B,1B,3B,SS,C,OF,9200,8900,6000,5300,4800,4700,4200,2300,2100,2000,SF,PHI,LAA,PHI,ATL,LAA,SEA,LAA,SEA,SEA,LAA,SEA,,3,3,
dtfbobsaget,403,49.949997,Luis Patino,Dylan Bundy,Juan Soto,Jazz Chisholm Jr.,Jesse Winker,Austin Riley,Dansby Swanson,Eduardo Escobar,Marcell Ozuna,Keibert Ruiz,P,P,OF,2B,OF,3B,SS,1B,OF,C,7800,5600,5700,5000,5000,4800,4200,4100,3800,3200,TB,MIN,WAS,MIA,SEA,ATL,ATL,NYM,ATL,WAS,ATL,WAS,,3,2,
paddyboy24,405,49.9,Alex Wood,Huascar Ynoa,Shohei Ohtani,Ozzie Albies,Austin Riley,Jared Walsh,Marcell Ozuna,Alejandro Kirk,Tyler Wade,Julio Rodriguez,P,P,OF,2B,3B,1B,OF,C,SS,OF,9200,8600,6000,4800,4800,4700,3800,3100,2300,2000,SF,ATL,LAA,ATL,ATL,LAA,ATL,TOR,LAA,SEA,LAA,ATL,,3,3,
riddlememike,406,49.449997,Ranger Suarez,Dylan Bundy,Aaron Judge,Giancarlo Stanton,Anthony Rizzo,Manny Machado,Ozzie Albies,Joey Gallo,Gary Sanchez,Orlando Arcia,P,P,OF,OF,1B,3B,2B,OF,C,SS,8900,5600,5800,5200,5000,4900,4800,4500,2800,2500,PHI,MIN,NYY,NYY,NYY,SD,ATL,NYY,MIN,ATL,NYY,ATL,,4,2,
draftamattixrex,407,49.3,Chris Flexen,Huascar Ynoa,Shohei Ohtani,Carlos Correa,Yandy Diaz,Marcell Ozuna,Lourdes Gurriel Jr.,Luis Arraez,Gary Sanchez,Billy McKinney,P,P,OF,SS,3B,OF,OF,2B,C,1B,9600,8600,6000,5100,4500,3800,3600,3600,2800,2400,SEA,ATL,LAA,MIN,TB,ATL,TOR,MIN,MIN,OAK,MIN,,,3,,
nickvogel8,408,48.95,Alex Wood,Ranger Suarez,Shohei Ohtani,Jesse Winker,Ozzie Albies,Abraham Toro,J.P. Crawford,Marcell Ozuna,Cal Raleigh,Julio Rodriguez,P,P,1B,OF,2B,3B,SS,OF,C,OF,9200,8900,6000,5000,4800,3900,3800,3800,2100,2000,SF,PHI,LAA,SEA,ATL,SEA,SEA,ATL,SEA,SEA,SEA,ATL,,5,2,
wealwaysready,409,48.9,Alex Wood,Huascar Ynoa,Brandon Lowe,Wander Franco,Jorge Soler,Ji-Man Choi,Joey Wendle,Garrett Cooper,Francisco Mejia,Josh Lowe,P,P,2B,SS,OF,1B,3B,OF,C,OF,9200,8600,5400,5300,4100,4000,3800,3600,3200,2800,SF,ATL,TB,TB,MIA,TB,MIA,MIA,TB,TB,TB,MIA,,5,3,
Boxjump,409,48.9,Alex Wood,Huascar Ynoa,Matt Olson,Giancarlo Stanton,Ozzie Albies,Austin Riley,Eddie Rosario,Chad Pinder,Orlando Arcia,Zack Collins,P,P,1B,OF,2B,3B,OF,OF,SS,C,9200,8600,5400,5200,4800,4800,4400,2700,2500,2300,SF,ATL,ATL,NYY,ATL,ATL,ATL,OAK,ATL,TOR,ATL,,,5,,
brendenullrich,411,48.3,Ranger Suarez,Luis Patino,Shohei Ohtani,Wander Franco,Mitch Haniger,Anthony Rendon,Ji-Man Choi,Max Stassi,Josh Lowe,Tyler Wade,P,P,OF,SS,OF,3B,1B,C,OF,2B,8900,7800,6000,5300,4600,4300,4000,3700,2800,2300,PHI,TB,LAA,TB,SEA,LAA,TB,LAA,TB,LAA,LAA,TB,,4,3,
Awesemo,412,48.15,Jameson Taillon,Luis Patino,Bryce Harper,Brandon Lowe,Manny Machado,Starling Marte,Ji-Man Choi,Francisco Mejia,Kevin Kiermaier,Taylor Walls,P,P,OF,2B,3B,OF,1B,C,OF,SS,8000,7800,6200,5400,4900,4900,4000,3200,3000,2400,NYY,TB,PHI,TB,SD,NYM,TB,TB,TB,TB,TB,,,5,,
Grandtuga,412,48.15,Jameson Taillon,Luis Patino,Matt Olson,Giancarlo Stanton,Mitch Haniger,Dansby Swanson,Gleyber Torres,Eduardo Escobar,Max Stassi,Josh Lowe,P,P,1B,OF,OF,SS,2B,3B,C,OF,8000,7800,5400,5200,4600,4200,4100,4100,3700,2800,NYY,TB,ATL,NYY,SEA,ATL,NYY,NYM,LAA,TB,NYY,ATL,,2,2,
jsizzle727,414,48.05,Huascar Ynoa,Elieser Hernandez,Starling Marte,Ozzie Albies,Austin Riley,Francisco Lindor,Adam Duvall,Eduardo Escobar,Marcell Ozuna,Manny Pina,P,P,OF,2B,3B,SS,OF,1B,OF,C,8600,7500,4900,4800,4800,4600,4100,4100,3800,2600,ATL,MIA,NYM,ATL,ATL,NYM,ATL,NYM,ATL,ATL,ATL,NYM,,5,3,
PtrZee,415,47.949997,Luis Patino,Nick Martinez,Bryce Harper,Kyle Schwarber,Pete Alonso,Francisco Lindor,Adam Duvall,Eduardo Escobar,Adam Frazier,Keibert Ruiz,P,P,OF,OF,1B,SS,OF,3B,2B,C,7800,5900,6200,5300,4800,4600,4100,4100,4000,3200,TB,SD,PHI,PHI,NYM,NYM,ATL,NYM,SEA,WAS,NYM,PHI,,3,2,
thegoodsurgeon,416,47.75,Ranger Suarez,Huascar Ynoa,Kyle Schwarber,Jesse Winker,Ty France,Jean Segura,Max Stassi,Didi Gregorius,Alec Bohm,Julio Rodriguez,P,P,OF,OF,1B,2B,C,SS,3B,OF,8900,8600,5300,5000,4500,4400,3700,3700,3700,2000,PHI,ATL,PHI,SEA,SEA,PHI,LAA,PHI,PHI,SEA,PHI,SEA,,4,3,
reggiesmydog,417,47.4,Huascar Ynoa,Nick Martinez,Wander Franco,Jazz Chisholm Jr.,Jesse Winker,Manny Machado,Jared Walsh,Mitch Haniger,Francisco Mejia,Jose Rojas,P,P,SS,2B,OF,3B,1B,OF,C,OF,8600,5900,5300,5000,5000,4900,4700,4600,3200,2600,ATL,SD,TB,MIA,SEA,SD,LAA,SEA,TB,LAA,SEA,LAA,TB,2,2,2
Bravesneverlose,418,47.1,Ranger Suarez,Elieser Hernandez,Bo Bichette,Jesse Winker,Ozzie Albies,Austin Riley,J.T. Realmuto,Marcell Ozuna,Josh Lowe,Billy McKinney,P,P,SS,OF,2B,3B,C,OF,OF,1B,8900,7500,5400,5000,4800,4800,4600,3800,2800,2400,PHI,MIA,TOR,SEA,ATL,ATL,PHI,ATL,TB,OAK,ATL,,,3,,
mrclean913,419,46.65,Chris Flexen,Elieser Hernandez,Brandon Lowe,Starling Marte,Pete Alonso,Adam Duvall,Brandon Nimmo,Matt Chapman,James McCann,Luis Guillorme,P,P,2B,OF,1B,OF,OF,3B,C,SS,9600,7500,5400,4900,4800,4100,4000,4000,3000,2500,SEA,MIA,TB,NYM,NYM,ATL,NYM,TOR,NYM,NYM,NYM,,,5,,
tfamularo,420,46.45,Alex Wood,Luis Patino,Kyle Schwarber,DJ LeMahieu,Anthony Rendon,Adam Duvall,J.P. Crawford,Marcell Ozuna,Alec Bohm,Gary Sanchez,P,P,OF,2B,3B,OF,SS,OF,1B,C,9200,7800,5300,4700,4300,4100,3800,3800,3700,2800,SF,TB,PHI,NYY,LAA,ATL,SEA,ATL,PHI,MIN,ATL,PHI,,2,2,
RallyCap306,421,46.4,Huascar Ynoa,Dylan Bundy,Vladimir Guerrero Jr.,Bo Bichette,Ozzie Albies,Austin Riley,Teoscar Hernandez,Marcell Ozuna,Lourdes Gurriel Jr.,Manny Pina,P,P,1B,SS,2B,3B,OF,OF,OF,C,8600,5600,6100,5400,4800,4800,4700,3800,3600,2600,ATL,MIN,TOR,TOR,ATL,ATL,TOR,ATL,TOR,ATL,ATL,TOR,,4,4,
NFLScoutTampa,422,45.949997,Luis Patino,Nick Martinez,Aaron Judge,Starling Marte,Pete Alonso,Francisco Lindor,Joey Gallo,Eugenio Suarez,Gleyber Torres,Kyle Higashioka,P,P,OF,OF,1B,SS,OF,3B,2B,C,7800,5900,5800,4900,4800,4600,4500,4200,4100,3300,TB,SD,NYY,NYM,NYM,NYM,NYY,SEA,NYY,NYY,NYY,NYM,,4,3,
PresidentLeach,423,45.9,Alex Wood,Huascar Ynoa,Matt Olson,Jesse Winker,Ozzie Albies,Abraham Toro,J.P. Crawford,Marcell Ozuna,Cal Raleigh,Julio Rodriguez,P,P,1B,OF,2B,3B,SS,OF,C,OF,9200,8600,5400,5000,4800,3900,3800,3800,2100,2000,SF,ATL,ATL,SEA,ATL,SEA,SEA,ATL,SEA,SEA,SEA,ATL,,5,3,
vegasgolffanatic,424,45.449997,Ranger Suarez,Nick Martinez,Byron Buxton,Carlos Correa,Jesse Winker,Mitch Haniger,Ty France,Adam Frazier,Gio Urshela,Cal Raleigh,P,P,OF,SS,OF,OF,1B,2B,3B,C,8900,5900,5900,5100,5000,4600,4500,4000,3200,2100,PHI,SD,MIN,MIN,SEA,SEA,SEA,SEA,MIN,SEA,SEA,MIN,,5,3,
Hug_A_Tree,425,45.4,Huascar Ynoa,Dylan Bundy,Vladimir Guerrero Jr.,Bo Bichette,Ozzie Albies,Austin Riley,Teoscar Hernandez,Lourdes Gurriel Jr.,Joc Pederson,Alejandro Kirk,P,P,1B,SS,2B,3B,OF,OF,OF,C,8600,5600,6100,5400,4800,4800,4700,3600,3200,3100,ATL,MIN,TOR,TOR,ATL,ATL,TOR,TOR,SF,TOR,TOR,ATL,,5,2,
donkeynutz,426,45.199997,Luis Patino,Michael Lorenzen,Vladimir Guerrero Jr.,Bo Bichette,Ozzie Albies,Austin Riley,Marcell Ozuna,Max Kepler,Lourdes Gurriel Jr.,Alejandro Kirk,P,P,1B,SS,2B,3B,OF,OF,OF,C,7800,6700,6100,5400,4800,4800,3800,3700,3600,3100,TB,LAA,TOR,TOR,ATL,ATL,ATL,MIN,TOR,TOR,TOR,ATL,,4,3,
dkbhakta24,427,44.95,Alex Wood,Ranger Suarez,Shohei Ohtani,Kyle Schwarber,Ozzie Albies,Jared Walsh,Anthony Rendon,Taylor Walls,Cal Raleigh,Julio Rodriguez,P,P,OF,OF,2B,1B,3B,SS,C,OF,9200,8900,6000,5300,4800,4700,4300,2400,2100,2000,SF,PHI,LAA,PHI,ATL,LAA,LAA,TB,SEA,SEA,LAA,SEA,,3,2,
momentous10,427,44.949997,Luis Patino,Nick Martinez,Shohei Ohtani,Carlos Correa,Ozzie Albies,Austin Riley,Eddie Rosario,Adam Duvall,Jorge Soler,Gary Sanchez,P,P,1B,SS,2B,3B,OF,OF,OF,C,7800,5900,6000,5100,4800,4800,4400,4100,4100,2800,TB,SD,LAA,MIN,ATL,ATL,ATL,ATL,MIA,MIN,ATL,MIN,,4,2,
csmasel,429,44.9,Alex Wood,Huascar Ynoa,Brandon Belt,Austin Riley,Jean Segura,Adam Duvall,Mike Yastrzemski,Marcell Ozuna,Jacob Stallings,Orlando Arcia,P,P,1B,3B,2B,OF,OF,OF,C,SS,9200,8600,5500,4800,4400,4100,3800,3800,3000,2500,SF,ATL,SF,ATL,PHI,ATL,SF,ATL,MIA,ATL,ATL,SF,,4,2,
Rjburba,430,44.45,Alex Wood,Luis Patino,Carlos Correa,Ozzie Albies,Adam Duvall,Miguel Sano,Marcell Ozuna,Max Kepler,Gio Urshela,Gary Sanchez,P,P,SS,2B,OF,1B,OF,OF,3B,C,9200,7800,5100,4800,4100,3900,3800,3700,3200,2800,SF,TB,MIN,ATL,ATL,MIN,ATL,MIN,MIN,MIN,MIN,ATL,,5,3,
alwayswin23,431,43.9,Alex Wood,Huascar Ynoa,Matt Olson,Jesse Winker,Mitch Haniger,Jorge Soler,Didi Gregorius,Tony Kemp,Gio Urshela,Manny Pina,P,P,1B,OF,OF,OF,SS,2B,3B,C,9200,8600,5400,5000,4600,4100,3700,3300,3200,2600,SF,ATL,ATL,SEA,SEA,MIA,PHI,OAK,MIN,ATL,SEA,ATL,,2,2,
Kingderm123,432,43.45,Alex Wood,Luis Patino,Shohei Ohtani,Ozzie Albies,Austin Riley,Dansby Swanson,Mike Yastrzemski,Marcell Ozuna,Darin Ruf,Manny Pina,P,P,OF,2B,3B,SS,OF,OF,1B,C,9200,7800,6000,4800,4800,4200,3800,3800,2900,2600,SF,TB,LAA,ATL,ATL,ATL,SF,ATL,SF,ATL,ATL,SF,,5,2,
kid_jewish,433,43.4,Huascar Ynoa,Nick Martinez,Bryce Harper,Matt Olson,Jazz Chisholm Jr.,Ozzie Albies,Austin Riley,Adam Duvall,Gary Sanchez,Billy McKinney,P,P,OF,1B,SS,2B,3B,OF,C,OF,8600,5900,6200,5400,5000,4800,4800,4100,2800,2400,ATL,SD,PHI,ATL,MIA,ATL,ATL,ATL,MIN,OAK,ATL,,,4,,
HughZuck,434,43.2,Taijuan Walker,Elieser Hernandez,Aaron Judge,Giancarlo Stanton,Jazz Chisholm Jr.,Anthony Rizzo,Gleyber Torres,Joey Wendle,Kyle Higashioka,Julio Rodriguez,P,P,OF,OF,2B,1B,SS,3B,C,OF,8300,7500,5800,5200,5000,5000,4100,3800,3300,2000,NYM,MIA,NYY,NYY,MIA,NYY,NYY,MIA,NYY,SEA,NYY,MIA,,5,2,
Hoonsclppp,435,42.9,Alex Wood,Huascar Ynoa,Vladimir Guerrero Jr.,Ozzie Albies,Austin Riley,Adam Duvall,Marcell Ozuna,Gary Sanchez,Josh Lowe,Thairo Estrada,P,P,1B,2B,3B,OF,OF,C,OF,SS,9200,8600,6100,4800,4800,4100,3800,2800,2800,2600,SF,ATL,TOR,ATL,ATL,ATL,ATL,MIN,TB,SF,ATL,,,4,,
TxBronck8619,435,42.9,Alex Wood,Huascar Ynoa,Vladimir Guerrero Jr.,Kyle Schwarber,Austin Riley,Joey Gallo,Didi Gregorius,Alejandro Kirk,Jurickson Profar,Tyler Wade,P,P,1B,OF,3B,OF,SS,C,OF,2B,9200,8600,6100,5300,4800,4500,3700,3100,2400,2300,SF,ATL,TOR,PHI,ATL,NYY,PHI,TOR,SD,LAA,TOR,PHI,,2,2,
STIXWIZ,437,42.4,Huascar Ynoa,Nick Martinez,Vladimir Guerrero Jr.,Kyle Schwarber,Jazz Chisholm Jr.,Austin Riley,Teoscar Hernandez,Marcell Ozuna,Francisco Mejia,Orlando Arcia,P,P,1B,OF,SS,3B,OF,OF,C,2B,8600,5900,6100,5300,5000,4800,4700,3800,3200,2500,ATL,SD,TOR,PHI,MIA,ATL,TOR,ATL,TB,ATL,ATL,TOR,,3,2,
mhony19,438,42.25,Huascar Ynoa,Luis Patino,Brandon Lowe,Wander Franco,Austin Riley,Adam Duvall,Ji-Man Choi,Marcell Ozuna,Francisco Mejia,Josh Lowe,P,P,2B,SS,3B,OF,1B,OF,C,OF,8600,7800,5400,5300,4800,4100,4000,3800,3200,2800,ATL,TB,TB,TB,ATL,ATL,TB,ATL,TB,TB,TB,ATL,,5,3,
apandroid,438,42.25,Huascar Ynoa,Luis Patino,Vladimir Guerrero Jr.,Brandon Lowe,Wander Franco,Anthony Rendon,Marcell Ozuna,Joc Pederson,Josh Lowe,Joey Bart,P,P,1B,2B,SS,3B,OF,OF,OF,C,8600,7800,6100,5400,5300,4300,3800,3200,2800,2500,ATL,TB,TOR,TB,TB,LAA,ATL,SF,TB,SF,TB,SF,,3,2,
wioux,440,41.75,Ranger Suarez,Huascar Ynoa,Brandon Lowe,Wander Franco,Adam Duvall,Ji-Man Choi,Matt Chapman,Marcell Ozuna,Gary Sanchez,Josh Lowe,P,P,2B,SS,OF,1B,3B,OF,C,OF,8900,8600,5400,5300,4100,4000,4000,3800,2800,2800,PHI,ATL,TB,TB,ATL,TB,TOR,ATL,MIN,TB,TB,ATL,,4,2,
Sam-I-Am,441,40.95,Alex Wood,Ranger Suarez,Shohei Ohtani,Austin Riley,Mitch Haniger,Adam Frazier,Marcell Ozuna,Francisco Mejia,Darin Ruf,Thairo Estrada,P,P,OF,3B,OF,2B,OF,C,1B,SS,9200,8900,6000,4800,4600,4000,3800,3200,2900,2600,SF,PHI,LAA,ATL,SEA,SEA,ATL,TB,SF,SF,SEA,SF,ATL,2,2,2
donnybasbl,441,40.949997,Luis Patino,Dylan Bundy,Aaron Judge,Giancarlo Stanton,Anthony Rizzo,Ozzie Albies,DJ LeMahieu,Dansby Swanson,Marcell Ozuna,Gary Sanchez,P,P,OF,OF,1B,2B,3B,SS,OF,C,7800,5600,5800,5200,5000,4800,4700,4200,3800,2800,TB,MIN,NYY,NYY,NYY,ATL,NYY,ATL,ATL,MIN,NYY,ATL,,4,3,
Patsfan842,443,39.3,Chris Flexen,Huascar Ynoa,Vladimir Guerrero Jr.,Wander Franco,Teoscar Hernandez,Abraham Toro,Lourdes Gurriel Jr.,Francisco Mejia,Brett Phillips,Taylor Walls,P,P,1B,SS,OF,2B,OF,C,OF,3B,9600,8600,6100,5300,4700,3900,3600,3200,2600,2400,SEA,ATL,TOR,TB,TOR,SEA,TOR,TB,TB,TB,TB,TOR,,4,3,
cw333,443,39.3,Chris Flexen,Huascar Ynoa,Vladimir Guerrero Jr.,Wander Franco,Teoscar Hernandez,Abraham Toro,Lourdes Gurriel Jr.,Francisco Mejia,Brett Phillips,Taylor Walls,P,P,1B,SS,OF,2B,OF,C,OF,3B,9600,8600,6100,5300,4700,3900,3600,3200,2600,2400,SEA,ATL,TOR,TB,TOR,SEA,TOR,TB,TB,TB,TB,TOR,,4,3,
aquentins,445,38.9,Alex Wood,Huascar Ynoa,Brandon Lowe,Austin Riley,Dansby Swanson,Adam Duvall,Ji-Man Choi,Marcell Ozuna,Josh Lowe,Manny Pina,P,P,2B,3B,SS,OF,1B,OF,OF,C,9200,8600,5400,4800,4200,4100,4000,3800,2800,2600,SF,ATL,TB,ATL,ATL,ATL,TB,ATL,TB,ATL,ATL,TB,,5,3,
dlumb1,446,38.85,Alek Manoah,Huascar Ynoa,Jesse Winker,Austin Riley,Ty France,Eddie Rosario,Dansby Swanson,Adam Frazier,Cal Raleigh,Julio Rodriguez,P,P,OF,3B,1B,OF,SS,2B,C,OF,10200,8600,5000,4800,4500,4400,4200,4000,2100,2000,TOR,ATL,SEA,ATL,SEA,ATL,ATL,SEA,SEA,SEA,SEA,ATL,,5,3,
bcc201,447,38.45,Alex Wood,Luis Patino,Nick Castellanos,Kyle Schwarber,Jared Walsh,Anthony Rendon,Adam Duvall,Tony Kemp,David Fletcher,Manny Pina,P,P,OF,OF,1B,3B,OF,2B,SS,C,9200,7800,5600,5300,4700,4300,4100,3300,3100,2600,SF,TB,PHI,PHI,LAA,LAA,ATL,OAK,LAA,ATL,LAA,ATL,PHI,3,2,2
markopoulosal,448,36.95,Alex Wood,Ranger Suarez,Giancarlo Stanton,Anthony Rizzo,Joey Gallo,Gleyber Torres,Abraham Toro,J.P. Crawford,Kyle Higashioka,Julio Rodriguez,P,P,OF,1B,OF,2B,3B,SS,C,OF,9200,8900,5200,5000,4500,4100,3900,3800,3300,2000,SF,PHI,NYY,NYY,NYY,NYY,SEA,SEA,NYY,SEA,NYY,SEA,,5,3,
ElliesDaddy,449,36.45,Alex Wood,Luis Patino,Matt Olson,Mitch Haniger,Dansby Swanson,Eugenio Suarez,Adam Duvall,Adam Frazier,Marcell Ozuna,Manny Pina,P,P,1B,OF,SS,3B,OF,2B,OF,C,9200,7800,5400,4600,4200,4200,4100,4000,3800,2600,SF,TB,ATL,SEA,ATL,SEA,ATL,SEA,ATL,ATL,ATL,SEA,,5,3,
treaper9,450,36.25,Huascar Ynoa,Luis Patino,Shohei Ohtani,Byron Buxton,Jared Walsh,Anthony Rendon,Dansby Swanson,Francisco Mejia,Josh Lowe,Orlando Arcia,P,P,OF,OF,1B,3B,SS,C,OF,2B,8600,7800,6000,5900,4700,4300,4200,3200,2800,2500,ATL,TB,LAA,MIN,LAA,LAA,ATL,TB,TB,ATL,LAA,TB,ATL,3,2,2
AlexKiser,451,35.949997,Luis Patino,Nick Martinez,Bryce Harper,Kyle Schwarber,Rhys Hoskins,Jazz Chisholm Jr.,Jorge Soler,Joey Wendle,Brian Anderson,Jacob Stallings,P,P,OF,OF,1B,SS,OF,2B,3B,C,7800,5900,6200,5300,5200,5000,4100,3800,3300,3000,TB,SD,PHI,PHI,PHI,MIA,MIA,MIA,MIA,MIA,MIA,PHI,,5,3,
sokkaplayer22,452,35.9,Alex Wood,Huascar Ynoa,Giancarlo Stanton,Anthony Rizzo,Anthony Rendon,J.P. Crawford,Mike Yastrzemski,Marcell Ozuna,Francisco Mejia,Marwin Gonzalez,P,P,OF,1B,3B,SS,OF,OF,C,2B,9200,8600,5200,5000,4300,3800,3800,3800,3200,2800,SF,ATL,NYY,NYY,LAA,SEA,SF,ATL,TB,NYY,NYY,,,3,,
